"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2019",151995.322,
"CAN","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2020",145489.721,
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2013",1766.362,
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2014",,"C"
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2015",,"C"
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2016",1733.036,
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2017",2551.931,
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2018",2390.358,
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2019",2869.922,
"CZE","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2020",3037.043,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2013",75505.034,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2014",69800.857,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2015",69047.281,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2016",73029.952,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2017",97525.335,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2018",104435.037,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2019",109215.741,
"CZE","FDISTOCK_IN_IND","SERV","MLN_USD","A","2020",123468.368,
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2013",,"C"
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2014",30819.679,
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2015",31828.916,
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2016",32849.841,
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2017",,"C"
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2018",51185.407,
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2019",54040.948,
"CZE","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2020",64523.846,
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2013",,"C"
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2014",,"C"
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2015",3560.733,
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2016",3859.365,
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2017",4747.685,
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2018",4973.259,
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2019",4759.648,
"CZE","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2020",5034.273,
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2013",2273.706,
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2014",1442.751,
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2015",,"C"
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2016",,"C"
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2017",672.941,
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2018",637.208,
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2019",585.099,
"CZE","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2020",0,"Z"
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2013",-87.572,
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2014",183.128,
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2015",150.512,
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2016",203.749,
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2017",348.116,
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2018",358.929,
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2019",409.533,
"DNK","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2020",379.688,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2013",69720.287,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2014",65971.182,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2015",72113.47,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2016",80469.175,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2017",93684.94,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2018",97628.616,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2019",107334.741,
"DNK","FDISTOCK_IN_IND","SERV","MLN_USD","A","2020",120728.176,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2013",44434.94,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2014",36247.59,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2015",41118.594,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2016",46764.122,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2017",52817.952,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2018",53537.442,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2019",58177.324,
"DNK","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2020",58978.143,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2013",1223.973,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2014",2456.791,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2015",2068.668,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2016",2783.292,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2017",912.415,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2018",827.07,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2019",1535.074,
"DNK","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2020",2068.806,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2013",-1129.566,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2014",2627.667,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2015",1911.42,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2016",2101.01,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2017",3950.416,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2018",2364.328,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2019",856.963,
"DNK","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2020",2139.791,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2013",562.681,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2014",483.212,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2015",731.628,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2016",659.85,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2017",899.496,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2018",841.539,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2019",1292.968,
"FIN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2020",603.755,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2013",59318.715,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2014",58972.479,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2015",52462.711,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2016",52648.888,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2017",49737.347,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2018",40263.339,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2019",50870.591,
"FIN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2020",55178.55,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2013",32767.894,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2014",29087.408,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2015",28289.603,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2016",25317.803,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2017",14137.683,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2018",6867.415,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2019",16782.745,
"FIN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2020",19333.661,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2013",-24.824,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2014",-104.413,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2015",3119.216,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2016",3.162,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2017",1283.281,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2018",1227.387,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2019",1978.207,
"FIN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2020",1924.162,
"FIN","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2013",2414.839,
"FIN","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2014",2181.738,
"FIN","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2015",2456.179,
"FIN","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2016",1853.062,
"FIN","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2017",2401.055,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2005",534.404,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2006",3765.305,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2007",4227.869,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2008",1020.116,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2009",10069.154,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2010",8094.602,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2011",6664.508,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2012",9848.285,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2013",11523.928,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2014",11831.404,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2015",22391.943,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2016",22863.919,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2017",21286.879,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2018",17362.033,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2019",16073.916,
"FRA","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2020",16495.275,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2005",261786.09,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2006",345080.541,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2007",431791.751,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2008",408189.594,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2009",486586.947,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2010",460990.112,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2011",441985.751,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2012",458645.119,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2013",512402.427,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2014",489165.746,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2015",475275.993,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2016",454420.786,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2017",543691.533,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2018",550983.513,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2019",590631.319,
"FRA","FDISTOCK_IN_IND","SERV","MLN_USD","A","2020",641255.369,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2005",118518.58,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2006",141589.436,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2007",169761.019,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2008",161270.12,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2009",175211.065,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2010",177624.265,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2011",183753.886,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2012",175303.43,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2013",194257.344,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2014",193979.185,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2015",189669.026,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2016",172687.889,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2017",199371.552,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2018",209534.005,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2019",226131.206,
"FRA","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2020",241921.708,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2005",2925.656,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2006",6832.6,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2007",13070.77,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2008",3871.708,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2009",6255.583,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2010",7196.686,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2011",7020.725,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2012",6104.222,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2013",5604.744,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2014",4218.997,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2015",3713.664,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2016",4382.84,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2017",5328.616,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2018",6430.044,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2019",5443.721,
"FRA","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2020",5854.706,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2005",3632.297,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2006",5132.352,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2007",4625.336,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2008",4822.238,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2009",3594.583,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2010",122.929,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2011",178.756,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2012",543.536,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2013",536.478,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2014",1692.455,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2015",4272.183,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2016",4899.336,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2017",3858.239,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2018",4047.401,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2019",4314.761,
"FRA","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2020",2839.612,
"DEU","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2013",1438.422,
"DEU","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2014",1443.565,
"DEU","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2015",1643.985,
"DEU","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2016",792.664,
"DEU","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2017",2481.41,
"DEU","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2018",2340.279,
"DEU","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2019",3031.903,
"DEU","FDISTOCK_IN_IND","SERV","MLN_USD","A","2013",874727.624,
"DEU","FDISTOCK_IN_IND","SERV","MLN_USD","A","2014",779759.367,
"DEU","FDISTOCK_IN_IND","SERV","MLN_USD","A","2015",703984.758,
"DEU","FDISTOCK_IN_IND","SERV","MLN_USD","A","2016",717454.411,
"DEU","FDISTOCK_IN_IND","SERV","MLN_USD","A","2017",858397.697,
"DEU","FDISTOCK_IN_IND","SERV","MLN_USD","A","2018",838777.193,
"DEU","FDISTOCK_IN_IND","SERV","MLN_USD","A","2019",836908.56,
"DEU","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2013",69606.951,
"DEU","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2014",306748.435,
"DEU","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2015",285777.899,
"DEU","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2016",284748.603,
"DEU","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2017",333929,
"DEU","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2018",324616.441,
"DEU","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2019",353336.329,
"DEU","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2013",6648.738,
"DEU","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2014",8084.692,
"DEU","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2015",8231.9,
"DEU","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2016",7424.897,
"DEU","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2017",7964.74,
"DEU","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2018",7080.376,
"DEU","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2019",8068.973,
"DEU","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2013",13.791,
"DEU","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2014",498.995,
"DEU","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2015",153.511,
"DEU","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2016",2109.202,
"DEU","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2017",756.776,
"DEU","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2018",664.071,
"DEU","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2019",585.262,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2013",552.808,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2014",412.144,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2015",425.057,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2016",241.408,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2017",337.219,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2018",493.163,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2019",719.019,
"GRC","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2020",311.291,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2013",9996.776,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2014",9848.154,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2015",12313.105,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2016",12237.329,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2017",17180.013,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2018",18999.827,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2019",24526.925,
"GRC","FDISTOCK_IN_IND","SERV","MLN_USD","A","2020",23256.508,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2013",-9724.276,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2014",-8170.992,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2015",-4537.503,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2016",-4369.851,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2017",-4743.876,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2018",-2935.747,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2019",-882.488,
"GRC","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2020",1269.228,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2013",2788.075,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2014",3028.241,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2015",2982.995,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2016",2529.629,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2017",3103.186,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2018",2673.252,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2019",2479.638,
"GRC","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2020",1310.219,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2013",683.41,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2014",521.927,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2015",387.541,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2016",1222.238,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2017",1403.083,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2018",1578.602,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2019",1731.461,
"GRC","FDISTOCK_IN_IND","MINEQUARR","MLN_USD","A","2020",1448.319,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2008",1548.379,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2009",1763.309,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2010",1584.33,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2011",1203.089,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2012",1235.111,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2013",1025.977,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2014",769.198,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2015",766.509,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2016",931.275,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2017",1100.595,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2018",1177.749,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2019",1197.947,
"HUN","FDISTOCK_IN_IND","CONSTR","MLN_USD","A","2020",1185.039,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2008",54686.484,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2009",63768.092,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2010",57490.719,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2011",65538.108,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2012",74594.029,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2013",77819.002,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2014",68860.29,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2015",69822.254,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2016",50688.928,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2017",45108.431,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2018",45126.566,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2019",44039.705,
"HUN","FDISTOCK_IN_IND","SERV","MLN_USD","A","2020",45848.432,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2008",11137.409,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2009",11485.407,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2010",10604.735,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2011",10970.427,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2012",15042.982,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2013",17791.143,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2014",15792.815,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2015",15326.374,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2016",6459.295,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2017",7901.644,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2018",8161.645,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2019",8430.734,
"HUN","FDISTOCK_IN_IND","FINANCEINS","MLN_USD","A","2020",9223.809,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2008",4302.085,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2009",5229.928,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2010",5572.453,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2011",2952.519,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2012",4312.046,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2013",3285.144,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2014",2472.848,
"HUN","FDISTOCK_IN_IND","ELECGAS","MLN_USD","A","2015",2707.68,
